text|source|page|chunk_id
"Corruption, crime and con flict in eastern Ukraine  
8 1. Introduction  
This short evidence review looks at the links between corruption, crime and conflict in 
eastern Ukraine . As well as explaining the background to the current conflict in eastern 
Ukraine, the report looks at the pre -conflict si tuation with regard to organised crime 
and corruption. It then examines how organised crime and corruption play a role 
in/have been impacted by the conflict. In particular it explores the role of organised 
crime actors in t he Russian annexation of Crimea  and in the Donbas separatist 
movement. The conflict has created new opportunities for criminality and corruption, 
and these are examined, along with the impact on transnational crime.    
This report draws entirely on desk -based research  of open source mater ial. It is a rapid 
review with key search words including ‘Ukraine’, ‘eastern Ukraine’, ‘Crimea’, ‘Donbas’, 
‘serious organised crime’, ‘corruption’, ‘oligarchs’, ‘transnational crime’, ‘Russia’, 
‘organised criminal groups’, ‘insurgency’ and ‘conflict’. Whi le the literature reviewed 
was a mixture o f academic and grey literature, preference has been given to open access 
sources for accessibility to a wide range of potential readers."|input/report2.pdf|7|60d13177ddd94ffc9863dacf87e0abc2
"Corruption, crime and conflict in eastern Ukraine  
9 2. Background  
Since gaining independence, Ukraine has been marked by deep inte rnal divisions 
between the largely Ukrainian -speaking population in the western part of the country, 
who favour closer ties with Europe, and the Russian -speaking population in the eastern 
part, who favour closer ties with Russia. Ukraine’s east -west split has deep historic 
roots: the south and east of the country were part of the former Russian empire, while 
the western provinces were part of the Austrian Hapsburg empire (Darden, 2014).  
2.1. Crimea  
The crisis in Ukraine began in November 2013 with protests in K iev at President 
Yanukovych’s decision to reject a deal for greater economic integration with the 
European Union. The authorities responded with a security crackdown, which drew 
even more protestors onto the streets, and led to Yanukovych fleeing the count ry in 
February 2014. In March 2014, following the successor Ukrainian government’s 
announcement that it intended to sign an association agreement with the European 
Union, Russian special forces annexed the Ukrainian peninsula of Crimea. They were 
aided by the fact that the Ukrainian military – many of them Russian -speaking – 
remained in their garrisons; Kiev could not rely on their loyalty to combat the Russians 
(Pifer, 2020). ‘Regional authorities there organized a hasty and illegitimate referendum"|input/report2.pdf|8|bc10b57df6724dccb6e0139c63f9221e
"(Pifer, 2020). ‘Regional authorities there organized a hasty and illegitimate referendum 
to join  Russia, and in March 2014, Russia formally annexed Crimea – a move that most of 
the world denounced’ (Pifer, 2019). As well as concerns about Ukraine as a whole falling 
into the West’s ambit, Moscow had specific interests in Crimea. Russian naval forces a re 
based in the Black Sea (Masters, 2020) and the prospect of NATO having a presence 
there (which could have followed closer ties with the West) was something the Kremlin 
was not prepared to countenance (Pifer, 2020).  
Moscow also lays historic claims to Crimea. Soviet leader Nikita Khrushchev transferred 
Crimea from Russia to Ukraine in 1954 in order to strengthen ‘brotherly ties between 
the Ukrainian and Russian peoples’ (Masters, 2020). However, since the collapse of the 
Soviet Union, many Russian natio nalists in both Russia and Crimea have longed for the 
peninsula to go back to Russia (Masters, 2020). Putin framed the Euromaidan protests 
and Yanukovych’s ouster from power as a ‘Western -backed “fascist coup” that 
endangered the ethnic Russian majority in  Crimea’ (Masters, 2020). Russia’s seizure of 
the peninsula was justified as ‘a rescue operation’ ( Masters, 2020 ). 
Having annexed Crimea, Russia has been trying to demonstrate the benefits for the 
region of joining the Russian Federation. ‘Trying to create  a success story, Moscow has"|input/report2.pdf|8|954bd35d95ea4470aabb81eff9c506ad
"region of joining the Russian Federation. ‘Trying to create  a success story, Moscow has 
poured in more than USD 10 billion in direct subsidies as well as funding major 
construction and infrastructure projects, such as the highway and railway bridges that 
now cross the Kerch Strait to link Crimea directly to Russia ’ (Pifer, 2020). However, 
small businesses have suffered, in particular because of the drop in tourism which used 
to account for about 25% of Crimea’s economy (Pifer, 2020). In addition, Crimea has 
been targeted by a range of Western economic and other san ctions. Pifer (2020)"|input/report2.pdf|8|9848c8d272d34f278d4f23b1b225b966
"Corruption, crime and conflict in eastern Ukraine  
10 concludes: ‘It is probably fair to say that the reality of the economic situation today falls 
short of what many in Crimea expected, or hoped for, with Russia’s annexation’.  
2.2. Donbas  
In April 2014, just a month after the Russian annexat ion of Crimea, fighting broke out in 
the Donbas (short for Donets Basin), a region in eastern Ukraine bordering Russia. 
There were significant structural factors driving the insurgency:  
For decades this corner of south -eastern Ukraine has struggled with a 
decaying industrial economy, out -migration and a growing sense of 
frustration among the population…. Donbas was  responsible for roughly one 
quarter of Ukraine’s industrial production in the decades  before the war. But 
its people had precious little to show for it. Wage arrears were the  worst in 
the country, life expectancies were low, carbon emissions were through the  
roof and – thanks in part to lagging birth rates and high infant mortality – the 
population  was agein g (ICG, 2020: i).  
Separatists (composed of locals but with significant Russian backing – leadership, 
funding, weapons, ammunition, and even some regular Russian military units) seized 
large swathes of territory in the oblasts (provinces) of Donetsk and Luhansk (Pifer, 
2019). They announced the f ormation of the Donetsk People’s Republic (DPR) and the 
Luhansk People’s Republic (LPR). However, unlike in Crimea, in the Donbas Ukrainian"|input/report2.pdf|9|c2fbf11c6b8e4224895b4a2675799886
"Luhansk People’s Republic (LPR). However, unlike in Crimea, in the Donbas Ukrainian 
forces did fight back, and by August 2014 had retaken most of the region from the 
separatists. At this point, the Ru ssian army had to intervene directly to prevent defeat. 
Moscow provided ‘extensive material backing for the fighters, including training, unit 
leadership, fuel, ammuniti on, armour and other weaponry (armoured personnel 
carriers , artillery, rocket launchers , and air defence systems) (Jensen, 2017: 4).  
Moscow justifies its actions in the region on the grounds that there are around eight 
million ethnic Russians in Ukraine who need protection (Masters, 2020). A further 
factor, on top of Russian concerns about the ouster of Yanukovych and Ukraine’s moves 
towards the EU, was Putin’s desire to bolster his support at home (Masters, 2020). The 
Russian intervention in Ukraine led to Putin’s approval ratings rising to over 80% (they 
had been in steady decline prior to  this) (Masters, 2020).  
There has been conflict in the Donbas region since then, with over 14,000 people killed 
(Boulegue & Lutsevuch, 2020: 4). France and Germany were involved in various efforts 
at securing ceasefires (Minsk Agreements) but none of thes e held. The most fierce 
battles were fought in 2014 -15, but in recent years a form of stalemate has been 
reached: around one -third of the Donbas, centring on the industrial cities of Donetsk and"|input/report2.pdf|9|f35d5609eca54a70b7a4ad116ac9343e
"reached: around one -third of the Donbas, centring on the industrial cities of Donetsk and 
Luhansk, is administered by separatists installed by the Krem lin, while the rest remains 
under the administration of Kiev (Milakovsky, 2019). ‘The fighting has transformed into 
a trench war, with roughly 75,000 troops facing off along a 420 km -long frontline cutting 
through densely populated area s’ (ICG, 2021).  Mila kovsky (2019) claims that the 
likelihood that either side will advance militarily is extremely low: ‘Ukraine knows that"|input/report2.pdf|9|f53f52641f454b86b457c213358a32e7
"Corruption, crime and conflict in eastern Ukraine  
11 the regular Russian army is barely concealed behind the separatist forces across the 
frontline, while Russia knows that any further s eizure of territory would end its 
successful lobbying effort to soften international sanctions’."|input/report2.pdf|10|bd32a7120c834198bb09b0a3c99d7ca7
"Corruption, crime and conflict in eastern Ukraine  
12 Despite its extensive support for the insurgency, Russia has not recognised the DPR and 
LPR and they remain ‘pseudo -states’, collectively referred to as Certain Areas of Donetsk 
and Luhansk Regions (CADLR) or Non -Government Controlled Areas (NGCAs). Jensen 
(2017: 2) argues that President Putin is using the conflict in eastern Ukraine to put 
pressure on the Ukrainian government:  ‘At its core the war in Ukra ine is not a civil war 
or the result of a popular uprising….It is a conflict manufactured by Moscow to achieve a 
strategic foreign policy goal: preventing Ukraine’s integration into Western security, 
political and economic structures’.  Boulegue and Lutsevy ch (2020: 2) echo this, arguing 
that the Kremlin seeks ‘to promote polarization and encourage a clash between 
Ukraine’s citizens and its governing elite by taking military action, manipulating the 
corruption narrative, supporting pro -Russia parties and fue lling religious tensions 
through the Russian Orthodox Church’.  
2.3. Economic impact of Donbas conflict  
The conflict has taken a massive toll on the Donbas region’s economy and heavy 
industries. Millions of people have been forced to relocate, and the conflict z one has 
become one of the world’s most mine -contaminated areas.  In 2017, follow ing a move by 
separatists to nationalise factories and mines in areas under their control, the Ukrainian"|input/report2.pdf|11|5eec6f7598b6476d9d51975af175d4e5
"separatists to nationalise factories and mines in areas under their control, the Ukrainian 
government imposed an economic blockade (Milakovsky , 2019; ICG, 2020). Trade 
across government and separatist -held areas fell even further. Trade with Russia was 
also difficult:  
Moscow has not recognised the de facto  statelets’ independence, making it 
illegal for Russian firms to engage in commerce  with b usinesses located 
there. Businesses in the breakaway regions are thus in a situation  where they 
cannot trade with entities in either Russia to the east or government -
controlled  Ukraine to the west (ICG, 2020: ii).  
Some have found ways to do so, but ‘these  improvised arrangements are often 
inefficient, illegal or both’ (ICG, 2020: ii). One of the main ways is to move goods to 
Russia and then re -export them from there, e.g. coal from the Donbas is mixed with 
Russian coal, and it is all marketed as Russian. B ut Russia’s economy can absorb or 
launder for re -export only a portion of what the region produces. Lack of access to 
global markets via Ukraine is causing many once functioning mines to flood and 
factories to rust: a tipping point will be reached when it will no longer be possible to 
revive these economic assets. The International Crisis Group ( ICG, 2020: i) concludes:  
The war in Ukraine’s Donbas plunged an economically troubled region into 
ruin. A 427  km front line cuts through what used to be the most d ensely"|input/report2.pdf|11|07f5a351286047a288bb7e47936e60ee
"The war in Ukraine’s Donbas plunged an economically troubled region into 
ruin. A 427  km front line cuts through what used to be the most d ensely 
populated and industrially productive part of the country. Supply and market 
links have been shattered. Giant enterprises have shed jobs or collapsed. 
Entire communities have fallen into poverty, now exacerbated by the COVID -
19 crisis.  
Given the dir e economic situation, Moscow has had to step in with significant subsidies 
and other support. Towards the end of 2014, Russia began to provide money for"|input/report2.pdf|11|e14c968379ba457bb941d434a06169bb
"Corruption, crime and confli ct in eastern Ukraine  
13 pensions (approximately USD 40 million alone for DPR), other social programmes, 
government and military  salaries (Jensen, 2017: 3).  
Excluding military expenditures, Russia spends roughly USD1.5 -2 billion a 
year, or about 0.1 percent of its GDP, on the de facto republics, according to 
Ukrainian government sources and non -government experts. As of 2017, 
Ukrai nian officials estimated that Moscow was covering about 50 percent of 
the DPR’s budget and about 80 percent of the LPR’s. Russia also has covered 
all the LPR’s energy needs since 2017….. Both statelets get their gas from 
Russia’s Gazprom, which keeps house hold energy costs low relative to those 
in government -controlled Ukraine  (ICG, 2020: 20).  
Fischer (2019: 29) notes that Russia’s role as a provider of humanitarian aid for the 
NGCAs has grown: dozens of convoys with over 77,000 tons of humanitarian aid hav e 
been sent by the Russian Ministry of Emergency Situations. The Russian public also give 
donations, and between 2014 and 2015 Russia took in almost one million war refugees 
from Ukraine (Fischer, 2019: 29).  Thousands of older residents subsist by maintain ing 
an address in  government -controlled territory, which allows them to continue  receiving 
their government pensions so long as they travel over the front line – through a war 
zone – to collect them  (ICG, 2020: ii) ."|input/report2.pdf|12|d45d933550cf4d319b2841487188e4be
"Corruption, crime and conflict in eastern Ukraine  
14 3. Pre-conflict situation re garding  
organised crime and corruption  
3.1. Ukraine  
Corruption has been a growing problem in Ukraine since the country gained 
independence. The Corruption Perception Index 2020 ranked Ukraine 117 out of 180 
countries for corruption with a score of 33/100, with 0 being  highly corrupt and 100 
meaning very clean.1 A study (EUACI, 2020) found that, for the population, corruption 
was the second most important social problem after the hostilities in Donbas: 69% of 
citizens indicated corruption among the very serious problems  of Ukraine, while 72.7% 
held this view of military action in eastern Ukraine. The World Justice Project’s Rule of 
Law Index ranked Ukraine 72nd out of 128 countries overall in 2020, but 110th in the 
category ‘absence of corruption’ and 90th in ‘criminal j ustice’ (Lough, 2021: 5).  
Corruption is pervasive in Ukraine. A Ukrai nian government diagnostic study of high -
level corruption, prepared with the assistance of the IMF in 2014, noted the ‘pyramidal’ 
nature of state capture permeating the government system,  featuring ‘powerful well -
known elites at the top, heads of agencies in the middle and agency staff at the base’  
(Ash et al, 2017: 76). Government corruption has led to knock -on effects in society. The 
ICG (2017) estimated that between one quarter and half  of the population operated in"|input/report2.pdf|13|4400b4a6ea194a73bcda3a4c0a659ecb
"ICG (2017) estimated that between one quarter and half  of the population operated in 
the shadow economy. The ICG (2017)  found that corruption had resulted in ‘ a dramatic 
weakening of the state: millions of dollars bypassing the official budget, chronic low -
level violence in centres of illegal trade, and swath es of rural territory with no legal 
workforce or tax base to speak of ’. Ash et al (2017: 76) note that, ‘ Corruption on a grand 
scale has not only cost the country’s citizens dearly over more than 20 years, but has 
cemented in place a system that is impossi ble to dislodge without deep changes to the 
operating environment ’.  
Corruption in Ukraine is strongly linked to organised crime. Ash et al (2017: 77) write: 
‘It is clear that the fusion of money and power since independence in 1991 transformed 
the role of  Ukraine’s law enforcement institutions, so that their original task of 
protecting the Soviet system from within became one of supporting criminal activity by 
the new economic and political elites. Organized crime became synonymous with the 
functioning of the state ’. 
With regard to types of organised crime, the literature refers to, among others, 
trafficking in drugs, arms and persons; prostitution; illegal amber mining; cybercrime 
and fraud. Ukraine is a hub for transnational organised crime, in particular  drugs and 
arms trafficking, as well as money laundering. The International Narcotics Control"|input/report2.pdf|13|26e4ad12374c454ca4a8547f3f91e471
"arms trafficking, as well as money laundering. The International Narcotics Control 
Strategy Report of March 2019 (USSD BINLE A2, cited in Home Office, 2019: 16) states:  
 
1 https://www.transparency.org/en/cpi/2020/index/ukr  
2 Bureau of International Narcotics and Law Enforcement Affairs."|input/report2.pdf|13|dfbfd82f840c49fea1dd6d380b22f82e
"Corruption, crime and conflict in eastern Ukraine  
15 Although Ukraine is not a major drug source country, its location astride 
several important drug trafficking routes into Western Europe leaves it 
vulnerable as an important transit country. Ukraine’s numerous ports on the 
Black and Azov seas, its extensive river routes, and its porous northern and 
eastern borders make Ukraine an at tractive route for drug traffickers into the 
European Union’s (EU) illicit drug market. Heroin from Afghanistan is 
trafficked through Russia, the Caucasus, and Turkey, before passing through 
Ukraine. Latin American cocaine is moved through Ukrainian seapor ts and 
airports for both domestic use and further transit to EU countries. Ukrainian 
law enforcement occasionally interdicts large shipments of drugs in 
commercial shipments transiting southern ports.  
The same report describes money laundering in Ukraine a s follows (USSD BINLEA, 
2019, cited in Home Office, 2019: 14):  
Money is laundered through real estate, insurance, financial and non -
financial institutions, shell companies, and bulk cash smuggling schemes. 
Criminals use aliases to register as [ultimate be neficial owners] UBOs  of 
companies to comingle licit and illicit funds. Transnational organized crime 
syndicates use Ukraine as a transit country for money and drugs. 
Transactions are routed through offshore tax havens to obscure ownership, 
evade tax es, or  mask illicit profits."|input/report2.pdf|14|0a3757e9dd0e44d19fd40cc5f03a4a14
"Transactions are routed through offshore tax havens to obscure ownership, 
evade tax es, or  mask illicit profits.  
Amber mining is another sector dominated by criminal gangs. The ICG reported in 2017 
that Ukrainian amber began to attract the interest of organised crime in the 1990s; 
strong protection rackets reportedly overseen by figures close t o the government 
emerged in the 2000s, when a rise in the global price of amber stimulated illicit mining 
(ICG, 2017: 4). The ouster of President Yanukovych in 2014, and the onset of instability 
and conflict led to economic recession, which drove many peop le to turn to illicit mining. 
This in turn led to increased chaos as ‘rival bands vying for turf filled the vacuum left by 
the consolidated protection racket that disintegrated after Yanukovych fled’ (Radio 
Europe, cited in Home Office, 2019: 20). As of 20 17 Ukraine’s amber business was 
thought to be worth as much as USD 500 million each year ( Home Office, 2019: 20 ). 
3.2. Crimea  
The break -up of the Soviet Union paved the way for entrenched corruption and 
organised crime in Ukraine, but the Crimea in general and the port of Simferopol had, 
even before the collapse of the USSR, ‘become free -wheeling havens for smuggling, black 
marke teering and a lucrative array of embezzlement schemes centering on the region’s 
health spas and holiday resorts’ (Galeotti, 2014b). Post -independence, organised crime"|input/report2.pdf|14|4bf3776b50e74d62b2eaf01d25029459
"health spas and holiday resorts’ (Galeotti, 2014b). Post -independence, organised crime 
in Crimea assumed an increasingly visible and violent form: Simferopol was fought over 
by two rival gangs (the Bashmaki and the Salem), who were at once entrepreneurs and 
predators who forced local businesses to pay tribute and sell their goods ( Galeotti, 
2014b ). Galeotti (2014b) asserts that by the 2000s these gangsters -turned -businessmen 
wer e increasingly dominant within Crimea, facilitated by the fact that Kiev showed little 
interest in promoting good governance and economic prosperity in the region – ‘this"|input/report2.pdf|14|d0e9b4ce2af64343905bbd4a60974cdb
"Corruption, crime and conflict in eastern Ukraine  
16 gave local elites both free reign and also a perverse legitimacy’. The key commoditie s 
targeted by organised criminals were control of businesses and of land, e.g. Bashmaki 
leaders tried to take over Crimea’s main soccer club, SC Tavria Simferopol, largely for 
the properties it owned (Galeotti, 2014b).  
Two further aspects are noteworthy: one, organised criminals in the Crimea moved into 
both above -board businesses, and local government and politics. A former prosecutor 
in the region recalled that ‘every government level of Crimea was criminalized’ 
(Viktor  Shemchuk, cited in Galeotti, 2014b ). Two, the Russian connection to 
criminalisation in  Crimea:  
Although Crimea was part of Ukraine, many of the most lucrative criminal 
businesses, such as trafficking narcotics and counterfeit or untaxed 
cigarettes, depended on relationships with the Russia n criminal 
networks. ….likewise the peninsula's dirty money was typically laundered 
through Russian banks and in the process became all but untraceable for the 
Ukrainian  police (Galeotti, 2014b).  
These links between Crimean OCGs and Russia would prove very significant when 
Yanukovych fled Ukraine and Moscow decided to annex Crimea.  
3.3. Donbas  
The Donbas, and specifically Donetsk province, was even more notorious for criminality 
than Crimea. Kosicki and Nesterenko (2014) note that ‘”rule of law” as such was a my th in"|input/report2.pdf|15|d10508bfc60840d49da6cffcf7774601
"than Crimea. Kosicki and Nesterenko (2014) note that ‘”rule of law” as such was a my th in 
the Donbas even before the Soviet collapse’. They liken it to a ‘mafia state’, controlled by 
neither Kiev nor Moscow, and in which organised crime dominated the cultural and social 
life of the region. One historical factor was that the former Soviet Union had built lots of 
penal colonies in Donetsk, and released prisoners remained there becoming ‘fodder for an 
emerging criminal industry based in late -night entertainment, gambling and trafficking’ 
(Kosicki & Nesterenko, 2014). Moreover, the traits and norms practised in prisons and 
labour colonies (e.g. acceptance of territoriality, rackets, tattoos) shaped not only social 
and economic life, but also Donbas civic and legal cultures. ‘Indeed, in many sectors of 
Donbas life, legal nihilism became prevalen t’ (Kosicki & Nesterenko,  2014).  
In the first decade following Ukraine’s independence, the Donbas had the highest level of 
criminal activity in the country: in 1991 alone, the Donetsk police department recorded 
2,186 criminal groups responsible for over 4 ,000 alleged crimes, and the number of OCGs 
has grown steadily since 1991, while total crime in the Donetsk region increased by 50 
percent between 1991 and 1993 (Kosicki & Nesterenko, 2014). Over the next decade 
Donetsk continued to top tables for register ed crimes and homicides across Ukraine;"|input/report2.pdf|15|2a1835edfe2d4227b69bc83926af4778
"Donetsk continued to top tables for register ed crimes and homicides across Ukraine; 
reflected in the province also having the highest number of prisons (20) in Ukraine 
followed by Luhansk with 16 (Kosicki & Nesterenko, 2014). As the coal industry in the 
Donbas declined – in 2013 alone, 30,000 people  were laid off – gangs and organised crime 
became the way to ensure survival and success (Kosicki & Nesterenko,  2014).  
Even before the 2014 insurgency, OCGs were ‘selling’ their capacity to carry out 
violence, notably to political groups. This ‘violent ent repreneurship’ was seen in the"|input/report2.pdf|15|9c859e4c54724c6895a2c756a3086ef3
"Corruption, crime and conflict in eastern Ukraine  
17 titushki  or thugs hired to harass political rivals and break up their rallies. This 
phenomenon was increasingly common in 2013 and was especially deployed by 
Yanukovych’s Party of the Regions, whose base was in the Donbas. In  sum, there were 
already strong links between criminal gangs and political elites in the Donbas.  
3.4. Anti -corruption measures  
Efforts have been made to combat corruption. The Euromaidan protests at the end of 
2013 started as an attempt to force President Yan ukovych to sign an association 
agreement with the EU, but quickly transformed into anti -government protests focused 
on corruption:   
Ukrainians took to the streets to denounce the country’s endemic corruption, 
from the  grand corruption  practiced by ex -pres ident Yanukovych  and his 
peers, to everyday corruption and petty unfairness —like the need to bribe a 
teacher to get better classroom conditions for your children, a doctor to get 
an appointment, or the traffic police to avoid unlawful fines  (OSF, 2019).  
While the protests led to Yanukovych fleeing the country, three years on, the 
Euromaidan movement’s demands that the authorities curb corruption and put high -
level corrupt officials behinds bars, remained unfulfilled:  
There have been no convictions of senio r officials from the administration of 
former president Viktor Yanukovych, despite overwhelming evidence that"|input/report2.pdf|16|e333d97d516a405985444d3ea270ac7a
